"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","UZB","Uzbekistan","2015","2015",75.82547,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","UZB","Uzbekistan","2016","2016",81.2551,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","UZB","Uzbekistan","2018","2018",100,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","WSM","Samoa","2011","2011",340,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","WSM","Samoa","2018","2018",200,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","KGZ","Kyrgyzstan","2018","2018",62.03447,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","SYC","Seychelles","2010","2010",1973,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","SYC","Seychelles","2018","2018",1549,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ARE","United Arab Emirates","2015","2015",13375,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","COD","Democratic Republic of the Congo","2012","2012",75.89109,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","COD","Democratic Republic of the Congo","2016","2016",74.92537,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","CHN","China","2010","2010",73.60699,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","CHN","China","2018","2018",75.31951,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","WSM","Samoa","2011","2011",151,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","WSM","Samoa","2018","2018",95,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","NER","Niger","2012","2012",56.75889,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","AGO","Angola","2014","2014",3381851,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","CUB","Cuba","2012","2012",6565,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","MNE","Montenegro","2011","2011",4990,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","MNE","Montenegro","2018","2018",2959,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","NCL","New Caledonia","2014","2014",740,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","GIN","Guinea","2010","2010",286577,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","GIN","Guinea","2014","2014",287769,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","GMB","Gambia","2013","2013",26023,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","GMB","Gambia","2015","2015",25578,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","TJK","Tajikistan","2014","2014",950,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","CPV","Cabo Verde","2012","2012",67.20581,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","CPV","Cabo Verde","2015","2015",68.37238,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","LAO","Lao People's Democratic Republic","2011","2011",164471,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","LAO","Lao People's Democratic Republic","2015","2015",109601,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BEN","Benin","2012","2012",59.59246,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BEN","Benin","2018","2018",60.63986,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","PSE","Palestine","2010","2010",72.26953,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","PSE","Palestine","2011","2011",71.08631,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","PSE","Palestine","2012","2012",71.40133,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","PSE","Palestine","2013","2013",72.49672,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","PSE","Palestine","2014","2014",72.04258,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","PSE","Palestine","2015","2015",74.13222,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","PSE","Palestine","2016","2016",75.64673,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","PSE","Palestine","2018","2018",84.8606,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","TKM","Turkmenistan","2014","2014",5158,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","CMR","Cameroon","2010","2010",66.08226,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","CMR","Cameroon","2018","2018",69.83145,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","RUS","Russian Federation","2010","2010",132521,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","RUS","Russian Federation","2018","2018",68340,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","LTU","Lithuania","2011","2011",692,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","MRT","Mauritania","2017","2017",59.12759,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","KAZ","Kazakhstan","2010","2010",5583,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","KAZ","Kazakhstan","2018","2018",6829,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MMR","Myanmar","2016","2016",340951,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ITA","Italy","2011","2011",45.49802,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ITA","Italy","2018","2018",36.746,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","BLR","Belarus","2018","2018",6660,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","KEN","Kenya","2014","2014",5746249,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","KEN","Kenya","2018","2018",5714459,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","HTI","Haiti","2016","2016",180484,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","CHN","China","2010","2010",21561265,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","CHN","China","2018","2018",18202354,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","NPL","Nepal","2011","2011",68.44404,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","NPL","Nepal","2018","2018",62.40446,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","COD","Democratic Republic of the Congo","2012","2012",80.30596,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","COD","Democratic Republic of the Congo","2016","2016",79.695,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","UKR","Ukraine","2012","2012",9948,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ARG","Argentina","2010","2010",48391,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ARG","Argentina","2011","2011",25852,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ARG","Argentina","2012","2012",43473,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ARG","Argentina","2013","2013",31233,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ARG","Argentina","2014","2014",49247,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ARG","Argentina","2015","2015",30736,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ARG","Argentina","2016","2016",34779,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ARG","Argentina","2018","2018",35374,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","KGZ","Kyrgyzstan","2018","2018",82.85337,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","CYP","Cyprus","2011","2011",341,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MOZ","Mozambique","2015","2015",446670,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MOZ","Mozambique","2017","2017",435883,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","SSD","South Sudan","2018","2018",188099,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","STP","Sao Tome and Principe","2012","2012",10477,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","STP","Sao Tome and Principe","2018","2018",8713,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","TKM","Turkmenistan","2014","2014",1037,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","MTQ","Martinique","2014","2014",68.93682,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","CAF","Central African Republic","2010","2010",58.90101,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","CAF","Central African Republic","2018","2018",57.66718,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","LBN","Lebanon","2018","2018",249960,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ZWE","Zimbabwe","2011","2011",116751,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ZWE","Zimbabwe","2014","2014",99261,"‡","UIS Estimation"
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","SLV","El Salvador","2010","2010",61.81984,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","SLV","El Salvador","2011","2011",63.87837,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","SLV","El Salvador","2013","2013",62.7519,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","SLV","El Salvador","2015","2015",63.88143,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","SLV","El Salvador","2016","2016",65.00715,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","SLV","El Salvador","2017","2017",65.60117,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","SLV","El Salvador","2018","2018",65.16348,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","PRT","Portugal","2011","2011",392994,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","PRT","Portugal","2018","2018",263577,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","SRB","Serbia","2011","2011",87652,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","SRB","Serbia","2016","2016",48083,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","LAO","Lao People's Democratic Republic","2011","2011",61.46378,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","LAO","Lao People's Democratic Republic","2015","2015",67.41393,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","RUS","Russian Federation","2010","2010",83.62856,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","RUS","Russian Federation","2018","2018",80.05755,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","VEN","Venezuela (Bolivarian Republic of)","2011","2011",331216,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",284722,,
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","VEN","Venezuela (Bolivarian Republic of)","2016","2016",236128,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ARE","United Arab Emirates","2015","2015",2135,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","KEN","Kenya","2014","2014",2162489,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","KEN","Kenya","2018","2018",2285968,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MAC","China, Macao Special Administrative Region","2011","2011",8617,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MAC","China, Macao Special Administrative Region","2016","2016",8267,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BGD","Bangladesh","2011","2011",53.79172,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BGD","Bangladesh","2012","2012",53.70645,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BGD","Bangladesh","2013","2013",53.51843,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BGD","Bangladesh","2014","2014",53.60749,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BGD","Bangladesh","2015","2015",53.61624,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BGD","Bangladesh","2016","2016",54.74366,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BGD","Bangladesh","2017","2017",54.71224,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BGD","Bangladesh","2018","2018",54.83178,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","GNQ","Equatorial Guinea","2010","2010",23393,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","LKA","Sri Lanka","2010","2010",1327746,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","LKA","Sri Lanka","2016","2016",1201554,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","LKA","Sri Lanka","2017","2017",1290189,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","LKA","Sri Lanka","2018","2018",1330811,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","GTM","Guatemala","2012","2012",64.0722,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","GTM","Guatemala","2013","2013",61.47764,,
"ILLPOPF_AG65T99","Elderly illiterate population, 65+ years, % female","GTM","Guatemala","2014","2014",64.83847,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","LBN","Lebanon","2018","2018",102730,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","SVN","Slovenia","2014","2014",894,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MKD","North Macedonia","2014","2014",15692,"‡","UIS Estimation"
"ILLPOP_AG65T99","Elderly illiterate population, 65+ years, both sexes (number)","COM","Comoros","2012","2012",18705,"‡","UIS Estimation"
